TimeStamp(ms), index, UPS, TimeStamp(ms), index, DNS
27778, 79, -622, 27832, 79, -621
27778, 80, 237, 27832, 80, 245
27778, 81, 650, 27832, 81, 643
27778, 82, -119, 27832, 82, -130
27778, 83, -696, 27832, 83, -700
27778, 84, -42, 27832, 84, -36
27778, 85, 670, 27832, 85, 672
27778, 86, 165, 27832, 86, 157
27778, 87, -664, 27832, 87, -668
27778, 88, -325, 27832, 88, -320
27778, 89, 564, 27832, 89, 571
27778, 90, 402, 27832, 90, 399
27778, 91, -489, 27832, 91, -491
27778, 92, -493, 27832, 92, -485
27778, 93, 322, 27832, 93, 331
27778, 94, 471, 27832, 94, 470
27778, 95, -221, 27832, 95, -223
27778, 96, -484, 27832, 96, -482
27778, 97, 60, 27832, 97, 67
27778, 98, 426, 27832, 98, 422
27778, 99, 35, 27832, 99, 29
27778, 100, -389, 27832, 100, -389
27778, 101, -160, 27832, 101, -153
27778, 102, 282, 27832, 102, 286
27778, 103, 193, 27832, 103, 190
27778, 104, -238, 27832, 104, -241
27778, 105, -283, 27832, 105, -279
27778, 106, 114, 27832, 106, 117
27778, 107, 272, 27832, 107, 269
27778, 108, -64, 27832, 108, -70
27778, 109, -304, 27832, 109, -308
27778, 110, -39, 27832, 110, -37
27778, 111, 271, 27832, 111, 271
27778, 112, 81, 27832, 112, 77
27778, 113, -264, 27832, 113, -268
27778, 114, -160, 27832, 114, -156
27778, 115, 201, 27832, 115, 202
27778, 116, 178, 27832, 116, 174
27778, 117, -170, 27832, 117, -171
27778, 118, -219, 27832, 118, -217
27778, 119, 92, 27832, 119, 95
27778, 120, 199, 27832, 120, 197
27778, 121, -73, 27832, 121, -78
27778, 122, -223, 27832, 122, -229
27778, 123, 2, 27832, 123, 3
27778, 124, 181, 27832, 124, 179
27778, 125, 17, 27832, 125, 7
27778, 126, -169, 27832, 126, -173
27778, 127, -52, 27832, 127, -57
27778, 128, 112, 27832, 128, 113
27778, 129, 43, 27832, 129, 40
27778, 130, -102, 27832, 130, -107
27778, 131, -75, 27832, 131, -81
27778, 132, 55, 27832, 132, 51
27778, 133, 61, 27832, 133, 59
27778, 134, -43, 27832, 134, -49
27778, 135, -79, 27832, 135, -87
27778, 136, 3, 27832, 136, -1
27778, 137, 57, 27832, 137, 49
27778, 138, -7, 27832, 138, -13
27778, 139, -71, 27832, 139, -78
27778, 140, -10, 27832, 140, -21
27778, 141, 47, 27832, 141, 44
27778, 142, 11, 27832, 142, 4
27778, 143, -61, 27832, 143, -70
27778, 144, -17, 27832, 144, -25
27778, 145, 44, 27832, 145, 38
27778, 146, 14, 27832, 146, 9
27778, 147, -55, 27832, 147, -60
27778, 148, -35, 27832, 148, -46
27778, 149, 25, 27832, 149, 21
27778, 150, 23, 27832, 150, 21
27778, 151, -28, 27832, 151, -36
27778, 152, -40, 27832, 152, -48
27778, 153, 9, 27832, 153, -2
27778, 154, 28, 27832, 154, 17
27778, 155, -7, 27832, 155, -16
27778, 156, -35, 27832, 156, -42
27778, 157, -5, 27832, 157, -13
27778, 158, 23, 27832, 158, 19
27778, 159, 15, 27832, 159, 2
27778, 160, -20, 27832, 160, -29
27778, 161, -20, 27832, 161, -31
27778, 162, 6, 27832, 162, 0
27778, 163, 14, 27832, 163, 6
27778, 164, -8, 27832, 164, -14
27778, 165, -21, 27832, 165, -25
27778, 166, -2, 27832, 166, -5
27778, 167, 6, 27832, 167, 7
27778, 168, -4, 27832, 168, -7
27778, 169, -7, 27832, 169, -14
27778, 170, 0, 27832, 170, -9
27778, 171, 4, 27832, 171, -2
27778, 172, -3, 27832, 172, -8
27778, 173, -12, 27832, 173, -10
27778, 174, -7, 27832, 174, -14
27778, 175, -3, 27832, 175, -7
27778, 176, -5, 27832, 176, -5
27778, 177, -5, 27832, 177, -4
27778, 178, -17, 27832, 178, -16
27778, 179, -12, 27832, 179, -5
27778, 180, 0, 27832, 180, -5
27778, 181, 1, 27832, 181, 0
27778, 182, -4, 27832, 182, -4
27778, 183, -16, 27832, 183, -14
27778, 184, -6, 27832, 184, -3
27778, 185, 4, 27832, 185, 7
27778, 186, -1, 27832, 186, 5
27778, 187, -9, 27832, 187, -15
27778, 188, -14, 27832, 188, -9
27778, 189, -1, 27832, 189, 4
27778, 190, -1, 27832, 190, 5
27778, 191, -5, 27832, 191, -6
27778, 192, 11, 27832, 192, 11
27778, 193, -24, 27832, 193, -19
27778, 194, -85, 27832, 194, -85
27778, 195, 10, 27832, 195, 11
27778, 196, 172, 27832, 196, 174
27778, 197, 3, 27832, 197, 1
27778, 198, -292, 27832, 198, -289
27778, 199, -75, 27832, 199, -76
27778, 200, 348, 27832, 200, 350
27778, 201, 145, 27832, 201, 152
27778, 202, -402, 27832, 202, -394
27778, 203, -262, 27832, 203, -260
27778, 204, 395, 27832, 204, 396
27778, 205, 359, 27832, 205, 357
27778, 206, -386, 27832, 206, -380
27778, 207, -489, 27832, 207, -484
27778, 208, 310, 27832, 208, 311
27778, 209, 575, 27832, 209, 576
27778, 210, -231, 27832, 210, -227
27778, 211, -670, 27832, 211, -664
27778, 212, 92, 27832, 212, 99
27778, 213, 700, 27832, 213, 708
27778, 214, 23, 27832, 214, 31
27778, 215, -740, 27832, 215, -735
27778, 216, -188, 27832, 216, -182
27778, 217, 721, 27832, 217, 728
27778, 218, 334, 27832, 218, 340
27778, 219, -708, 27832, 219, -701
27778, 220, -529, 27832, 220, -525
27778, 221, 602, 27832, 221, 600
27778, 222, 670, 27832, 222, 672
27778, 223, -481, 27832, 223, -476
27778, 224, -814, 27832, 224, -807
27778, 225, 291, 27832, 225, 296
27778, 226, 883, 27832, 226, 886
27778, 227, -115, 27832, 227, -112
27778, 228, -957, 27832, 228, -950
27778, 229, -116, 27832, 229, -108
27778, 230, 943, 27832, 230, 949
27778, 231, 332, 27832, 231, 335
27778, 232, -918, 27832, 232, -911
27778, 233, -572, 27832, 233, -561
27778, 234, 783, 27832, 234, 785
27778, 235, 735, 27832, 235, 741
27778, 236, -657, 27832, 236, -645
27778, 237, -913, 27832, 237, -909
27778, 238, 443, 27832, 238, 409
27778, 239, 997, 27832, 239, 937
27778, 240, -254, 27832, 240, -269
27778, 241, -1086, 27832, 241, -1080
27778, 242, 5, 27832, 242, 16
27778, 243, 1078, 27832, 243, 1082
27778, 244, 218, 27832, 244, 255
27778, 245, -1060, 27832, 245, -930
27778, 246, -474, 27832, 246, -376
27778, 247, 938, 27832, 247, 842
27778, 248, 663, 27832, 248, 565
27778, 249, -824, 27832, 249, -751
27778, 250, -866, 27832, 250, -717
27778, 251, 521, 27832, 251, 637
27778, 252, 787, 27832, 252, 913
27778, 253, -460, 27832, 253, -474
27778, 254, -978, 27832, 254, -1102
27778, 255, 231, 27832, 255, 211
27778, 256, 1057, 27832, 256, 1129
27778, 257, -19, 27832, 257, 22
27778, 258, -1100, 27832, 258, -1092
27778, 259, -231, 27832, 259, -218
27778, 260, 954, 27832, 260, 954
27778, 261, 353, 27832, 261, 354
27778, 262, -836, 27832, 262, -829
27778, 263, -479, 27832, 263, -472
27778, 264, 652, 27832, 264, 660
27778, 265, 547, 27832, 265, 545
27778, 266, -518, 27832, 266, -509
27778, 267, -628, 27832, 267, -615
27778, 268, 328, 27832, 268, 339
27778, 269, 625, 27832, 269, 631
27778, 270, -189, 27832, 270, -181
27778, 271, -628, 27832, 271, -614
27778, 272, 19, 27832, 272, 36
27778, 273, 563, 27832, 273, 568
27778, 274, 75, 27832, 274, 82
27778, 275, -532, 27832, 275, -521
27778, 276, -213, 27832, 276, -200
27778, 277, 431, 27832, 277, 440
27778, 278, 278, 27832, 278, 286
27778, 279, -363, 27832, 279, -350
27778, 280, -373, 27832, 280, -356
27778, 281, 229, 27832, 281, 240
27778, 282, 371, 27832, 282, 377
27778, 283, -153, 27832, 283, -145
27778, 284, -392, 27832, 284, -378
27778, 285, 44, 27832, 285, 53
27778, 286, 350, 27832, 286, 350
27778, 287, 1, 27832, 287, 6
27778, 288, -347, 27832, 288, -339
27778, 289, -92, 27832, 289, -81
27778, 290, 298, 27832, 290, 296
27778, 291, 117, 27832, 291, 121
27778, 292, -274, 27832, 292, -268
27778, 293, -170, 27832, 293, -160
27778, 294, 203, 27832, 294, 206
27778, 295, 158, 27832, 295, 158
27778, 296, -186, 27832, 296, -181
27778, 297, -189, 27832, 297, -182
27778, 298, 135, 27832, 298, 137
27778, 299, 181, 27832, 299, 181
27778, 300, -116, 27832, 300, -110
27778, 301, -208, 27832, 301, -202
27778, 302, 51, 27832, 302, 54
27778, 303, 184, 27832, 303, 191
27778, 304, -24, 27832, 304, -24
27778, 305, -202, 27832, 305, -189
27778, 306, -30, 27832, 306, -23
27778, 307, 168, 27832, 307, 169
27778, 308, 35, 27832, 308, 37
27778, 309, -177, 27832, 309, -174
27778, 310, -88, 27832, 310, -79
27778, 311, 136, 27832, 311, 142
27778, 312, 88, 27832, 312, 96
27778, 313, -135, 27832, 313, -129
27778, 314, -129, 27832, 314, -123
27778, 315, 76, 27832, 315, 86
27778, 316, 112, 27832, 316, 115
27778, 317, -70, 27832, 317, -61
27778, 318, -129, 27832, 318, -120
27778, 319, 29, 27832, 319, 32
